feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
32.29,94.0,2,531.02,0,3,406.35,1
33.3,53.0,0,505.14,0,3,23.14581921773945,0
26.02,36.0,2,1092.312002002773,1,7,11.11,0
17.92,7.0,0,1269.57,0,1,15.81,1
29.990843475581585,49.436559691912706,2,1034.48,1,5,516.0,0
24.02,17.0,0,972.07,0,4,31.89,1
31.95,90.0,0,543.14,1,2,44.77,1
29.990843475581585,12.0,2,1191.22,0,4,28.31,0
37.06,45.0,1,923.43,1,2,23.14581921773945,0
31.5,1.0,1,836.42,1,9,71.66,1
24.02,85.0,1,1116.56,0,3,23.14581921773945,0
26.06,6.0,1,1100.29,1,5,9.5,0
32.65,5.0,2,1313.45,1,3,49.73,0
34.21,80.0,0,1092.312002002773,1,1,23.14581921773945,1
29.990843475581585,49.436559691912706,2,957.8,1,9,20.09,1
32.65,73.0,1,799.8,0,7,7.22,1
29.990843475581585,48.0,2,1106.77,1,3,2.87,1
27.54,11.0,0,950.61,0,7,12.52,0
25.27,65.0,2,395.26,0,1,13.37,0
36.17,23.0,2,1795.88,0,8,46.36,1
30.76,64.0,0,660.07,1,3,23.14581921773945,1
42.46,95.0,2,1258.37,0,1,12.93,0
36.36,96.0,0,1253.94,0,3,20.41,0
31.3,51.0,1,690.29,0,8,4.78,0
24.82,24.0,0,1250.16,1,8,34.29,0
33.82,19.0,0,1548.81,1,7,2.58,0
26.04,45.0,0,939.06,1,3,5.73,1
31.04,57.0,0,928.18,1,4,58.35,0
31.25,43.0,2,1380.42,1,8,16.49,0
29.56,86.0,2,1045.12,0,4,13.7,0
26.44,43.0,2,767.79,0,1,81.05,1
33.96,20.0,0,1041.79,1,4,12.76,0
33.44,6.0,0,1405.62,0,9,3.72,0
26.19,68.0,2,429.35,1,4,33.84,0
32.76,68.0,0,949.08,1,5,8.66,1
29.49,54.0,2,1148.36,1,5,15.35,1
27.13,18.0,0,1201.93,1,3,32.85,0
33.36,79.0,1,863.34,1,3,0.51,0
37.26,7.0,1,1217.78,1,2,3.79,0
24.57,52.0,2,9103.2,1,6,1.69,0
30.93,20.0,0,1302.19,1,4,22.82,1
28.99,37.0,0,812.85,1,9,17.37,1
26.11,8.0,1,867.13,0,4,23.14581921773945,1
40.1,5.0,0,522.59,1,1,108.69,0
30.85,49.436559691912706,1,461.56,0,5,19.56,0
33.6,15.0,1,302.77,0,5,37.72,1
33.14,46.0,0,842.84,1,4,48.94,0
31.13,60.0,1,727.23,1,3,9.36,0
30.95,98.0,0,1504.35,1,9,23.14581921773945,0
25.33,10.0,0,1054.75,1,1,0.4,1
24.66,63.0,2,944.92,1,3,27.81,1
31.24,35.0,1,705.56,0,5,49.41,1
16.6,79.0,1,1090.37,0,5,4.17,0
28.11,75.0,1,630.0,1,6,38.15,0
23.16,71.0,1,1368.62,0,4,24.49,1
33.67,47.0,1,5719.700000000001,1,2,23.14581921773945,0
26.26,82.0,0,830.53,0,5,5.62,0
29.990843475581585,81.0,1,1003.27,1,4,4.57,0
23.18,87.0,0,1315.95,1,1,32.72,1
36.76,49.436559691912706,2,1544.08,1,8,0.44,0
31.55,57.0,1,1702.49,1,7,5.21,0
19.53,41.0,1,1167.18,1,6,13.42,0
29.21,42.0,0,1179.49,1,8,81.9,0
26.61,71.0,2,1092.312002002773,0,9,10.57,1
24.14,76.0,2,761.69,1,5,14.47,1
18.18,17.0,0,1051.47,0,1,59.84,1
24.36,23.0,2,1481.63,0,1,18.63,0
21.22,32.0,0,1092.312002002773,1,8,24.53,1
23.18,93.0,2,1182.56,0,6,3.88,0
28.02,90.0,0,1126.87,1,6,4.59,0
29.990843475581585,55.0,2,811.31,0,8,25.87,1
29.990843475581585,50.0,0,992.27,0,6,43.62,0
30.69,78.0,1,1384.1,1,6,28.43,0
28.0,65.0,2,1092.312002002773,1,2,29.87,1
28.9,30.0,1,901.45,0,9,17.42,1
21.31,76.0,2,1018.84,1,1,16.89,0
23.95,96.0,0,917.79,0,3,11.88,0
19.75,39.0,1,899.24,0,9,47.78,1
37.62,3.0,1,952.71,0,3,17.31,0
29.990843475581585,16.0,1,1177.62,1,5,9.43,1
30.33,43.0,0,799.56,0,7,23.14581921773945,1
28.33,2.0,1,451.88,1,8,13.47,1
39.08,32.0,2,1001.39,0,7,45.4,0
34.51,93.0,0,912.34,1,8,40.84,0
22.6,38.0,0,879.38,1,9,17.46,0
26.36,20.0,0,1043.7,0,7,47.75,0
29.1,22.0,1,956.87,1,7,1.28,0
28.64,14.0,0,865.11,0,6,3.32,0
28.75,95.0,1,736.44,0,9,22.31,0
28.48,28.0,2,773.8,1,7,12.81,1
35.38,69.0,1,1092.312002002773,1,5,6.84,1
31.07,26.0,0,1249.35,0,4,11.22,0
25.07,62.0,1,1115.33,1,8,14.8,1
32.59,73.0,2,685.22,0,1,2.82,0
38.8,49.436559691912706,0,1150.24,0,8,21.69,1
29.990843475581585,79.0,1,1225.54,1,7,9.1,0
21.39,44.0,2,550.4,0,4,23.14581921773945,0
30.04,87.0,2,1227.86,0,2,36.33,0
31.91,87.0,2,1008.39,1,9,0.85,0
29.33,78.0,0,1717.96,0,5,2.78,0
25.37,60.0,1,479.8,0,6,27.68,1
22.65,98.0,1,1187.45,1,5,60.94,0
29.990843475581585,72.0,0,756.93,0,8,0.73,0
44.73,84.0,2,856.2,1,8,1.85,1
29.34,52.0,1,1378.85,0,7,64.57,0
33.0,47.0,0,987.47,0,7,1.31,0
18.26,31.0,2,798.14,0,4,29.31,1
30.38,53.0,0,1399.07,1,6,23.14581921773945,0
27.88,83.0,0,966.84,1,1,12.81,0
27.51,36.0,2,1300.4,0,5,56.6,0
23.7,43.0,1,985.58,0,1,1.8,0
28.19,24.0,2,607.33,0,5,52.0,0
18.6,78.0,1,1464.26,1,2,12.19,1
29.990843475581585,31.0,2,1031.82,0,8,45.12,0
35.13,63.0,1,905.75,1,5,23.14581921773945,1
35.3,93.0,0,1135.71,0,5,37.8,0
25.89,23.0,1,1218.6,1,2,35.03,1
33.62,59.0,1,770.6,1,4,9.09,1
29.990843475581585,10.0,0,1017.34,0,2,0.21,1
25.78,32.0,0,530.8,0,9,38.26,0
23.21,16.0,0,1281.48,1,8,60.0,0
34.85,49.436559691912706,2,495.39,0,4,15.65,0
32.43,85.0,1,892.7,1,6,24.62,1
37.97,50.0,0,1038.37,1,3,0.25,0
29.990843475581585,83.0,0,514.12,0,8,0.96,0
24.42,67.0,2,1432.4,0,1,19.67,0
28.09,22.0,2,374.03,1,1,2.65,1
25.91,1.0,0,814.13,1,5,8.97,1
24.94,85.0,2,1169.99,1,5,40.11,1
39.5,15.0,1,1242.13,1,9,5.33,0
30.47,41.0,1,1092.312002002773,1,1,62.56,1
30.91,14.0,1,1092.312002002773,0,3,5.8,0
20.61,26.0,0,919.48,1,3,8.13,0
24.41,68.0,1,1118.64,1,2,10.94,0
24.52,12.0,0,1028.07,0,5,23.15,1
26.56,85.0,0,1394.33,0,1,3.86,0
24.56,83.0,2,1020.05,0,4,15.87,0
30.67,44.0,1,1110.62,1,5,7.61,1
35.13,40.0,0,1066.99,0,5,21.37,0
27.6,53.0,0,1095.05,0,3,44.12,0
27.75,25.0,1,270.61,1,4,3.28,0
25.24,0.0,2,1052.37,1,2,5.62,0
25.93,87.0,0,741.74,0,7,23.14581921773945,1
31.77,39.0,1,731.36,0,2,88.21,0
31.66,14.0,1,707.72,0,8,4.77,0
32.28,93.0,1,1163.36,1,9,52.97,1
32.31,45.0,0,532.3,0,3,12.38,0
23.01,94.0,2,1005.66,0,5,12.95,0
33.98,62.0,0,577.95,0,4,20.26,1
32.22,41.0,1,1343.07,0,3,4.94,0
23.57,26.0,1,15967.2,1,2,99.71,0
22.37,90.0,0,1050.64,1,3,41.25,0
29.07,74.0,1,1317.0,0,7,5.92,1
28.38,14.0,2,804.86,0,8,8.06,1
22.43,78.0,0,972.75,0,6,37.57,0
18.9,49.436559691912706,0,908.96,1,3,19.36,0
24.71,0.0,2,288.91,1,2,2.49,0
40.56,49.436559691912706,0,957.02,1,1,12.63,0
27.02,73.0,0,1230.27,1,9,34.98,0
37.53,74.0,1,841.83,1,3,13.19,1
32.48,71.0,0,1075.13,0,3,33.86,0
26.39,63.0,1,1042.24,1,6,24.83,0
26.36,16.0,2,333.32,1,3,22.31,0
29.990843475581585,33.0,1,864.05,1,6,7.72,0
29.990843475581585,49.436559691912706,0,1040.54,0,2,32.98,0
29.5,11.0,2,937.39,0,3,24.89,1
27.31,60.0,2,700.36,1,5,1.38,1
29.24,9.0,1,716.3,1,1,20.92,0
35.48,49.436559691912706,0,674.07,0,8,8.64,1
23.0,49.436559691912706,0,676.99,1,1,52.7,1
31.5,91.0,1,1118.44,0,1,9.93,0
34.55,65.0,0,1269.52,1,3,3.46,0
23.83,59.0,0,660.84,1,4,4.26,0
30.39,92.0,1,1006.17,0,9,4.52,1
33.34,49.436559691912706,2,1025.31,0,7,4.75,1
32.9,37.0,1,640.87,0,3,46.61,0
22.37,11.0,0,868.19,0,4,23.14581921773945,0
35.55,44.0,2,1048.98,1,3,51.65,0
33.8,85.0,2,902.17,0,7,7.0,0
29.990843475581585,1.0,0,1045.59,0,1,1.48,0
27.07,66.0,0,1187.16,0,6,0.74,0
35.02,5.0,2,630.71,0,9,28.23,0
30.31,76.0,1,1172.77,0,9,8.18,0
33.28,45.0,0,838.76,0,2,83.54,0
29.84,25.0,1,769.52,1,9,23.01,1
30.56,32.0,1,970.18,1,2,13.14,1
32.67,69.0,0,1113.28,0,6,14.09,1
34.5,47.0,0,1367.7,1,8,14.94,1
28.92,0.0,0,1258.25,1,3,26.19,1
23.97,23.0,2,904.36,0,2,15.07,1
37.28,23.0,1,1023.49,1,3,2.77,1
34.16,31.0,0,714.8,1,7,2.5,0
34.02,13.0,1,140.66,1,7,9.68,1
30.63,75.0,2,887.96,1,7,43.18,0
24.75,72.0,2,1214.27,0,5,28.74,0
31.02,31.0,0,679.84,0,8,18.03,0
27.62,99.0,0,907.03,1,3,23.14581921773945,0
32.92,36.0,2,1231.95,0,4,19.77,0
24.66,3.0,2,1149.84,1,3,3.7,0
26.55,72.0,1,792.84,0,2,49.03,1
31.83,67.0,0,1324.71,1,3,1.24,0
29.990843475581585,82.0,0,1221.12,1,4,3.59,1
35.76,86.0,1,1508.06,0,4,2.43,0
32.65,84.0,2,987.63,0,4,7.1,1
32.01,85.0,0,1280.88,0,1,15.92,1
36.62,32.0,0,913.81,1,8,15.52,1
36.95,49.436559691912706,1,1169.43,1,2,24.57,0
32.6,49.436559691912706,1,1083.01,1,7,21.5,1
30.22,19.0,2,1152.08,1,2,5.44,1
28.71,32.0,2,1084.98,1,8,7.63,1
30.84,55.0,0,1098.87,1,9,5.78,0
22.22,4.0,0,1503.31,0,2,3.44,0
29.09,49.436559691912706,0,1106.45,1,3,46.09,1
25.5,40.0,1,707.84,0,3,26.14,0
37.0,93.0,2,673.28,1,3,23.14581921773945,1
19.91,89.0,0,1067.36,1,8,17.32,1
29.990843475581585,13.0,2,1092.9,0,6,9.35,0
20.07,49.436559691912706,2,604.58,0,6,9.06,1
26.94,31.0,1,1118.89,1,3,48.91,1
32.48,62.0,1,1075.91,0,3,8.33,0
35.45,91.0,0,1092.312002002773,1,2,15.62,0
34.45,27.0,1,1013.05,0,6,27.27,1
38.09,84.0,0,5010.2,0,1,44.63,0
27.11,93.0,2,756.52,1,1,21.9,1
35.59,86.0,0,971.08,0,1,6.08,0
28.89,13.0,1,899.71,0,2,1.52,0
35.45,6.0,0,1092.312002002773,0,8,22.62,1
29.990843475581585,49.436559691912706,1,1371.5,1,2,27.05,0
32.52,34.0,0,1127.4,1,1,22.05,1
32.43,80.0,0,770.77,0,4,3.2,0
27.19,53.0,2,1078.62,1,9,23.14581921773945,0
23.83,60.0,0,1221.07,0,2,7.86,0
33.29,49.436559691912706,2,670.37,1,9,7.73,1
26.29,24.0,1,648.51,1,7,16.82,0
33.01,35.0,1,1412.69,0,4,8.32,0
23.96,48.0,2,848.66,1,2,9.07,0
33.47,70.0,2,1072.62,1,3,0.51,0
31.55,10.0,0,21.54,0,6,1.64,0
23.85,50.0,1,1652.1,1,5,7.91,0
29.990843475581585,7.0,1,1034.01,0,8,15.97,0
21.31,11.0,2,837.26,0,9,30.1,0
29.990843475581585,10.0,0,812.1,1,4,1.99,1
34.23,70.0,2,1267.22,1,4,12.03,1
31.01,76.0,0,1017.71,0,5,48.6,0
21.92,10.0,0,1067.58,0,3,26.02,0
32.04,97.0,2,894.0,1,2,9.17,0
30.57,30.0,0,971.26,0,7,23.76,1
26.98,11.0,2,1048.72,1,6,10.44,0
33.44,11.0,2,182.42,1,5,23.14581921773945,1
32.39,24.0,2,453.93,1,1,2.11,0
29.4,75.0,0,1146.5,1,3,77.81,0
25.36,21.0,0,738.68,1,6,17.4,1
25.6,26.0,0,930.93,0,1,22.84,1
28.91,10.0,2,990.16,0,2,13.68,1
37.46,38.0,2,1092.312002002773,0,5,0.18,1
32.39,17.0,0,1046.3,1,6,76.22,0
30.99,15.0,2,829.5,1,2,4.1,0
35.42,77.0,0,1320.54,1,4,18.45,0
36.93,31.0,1,801.38,1,4,26.27,0
27.18,49.436559691912706,1,519.8,1,3,9.0,0
28.53,74.0,1,1358.33,0,2,6.79,0
30.47,73.0,0,663.14,0,5,4.85,1
36.18,93.0,1,1484.2,0,1,2.15,1
23.77,75.0,1,420.55,0,4,30.09,1
31.82,86.0,2,1009.17,0,1,21.36,0
27.2,84.0,2,1128.78,0,1,12.67,0
29.79,55.0,1,901.05,0,4,38.45,1
31.81,65.0,1,979.77,0,9,4.96,0
33.54,68.0,0,716.37,0,4,11.34,1
33.04,94.0,0,346.48,1,5,10.08,1
27.18,79.0,0,1107.78,1,2,8.54,0
23.32,87.0,0,823.12,0,5,4.24,0
37.02,49.436559691912706,1,807.18,1,7,3.97,0
29.990843475581585,52.0,1,455.24,0,1,1.97,1
36.4,49.0,1,1086.46,1,4,5.96,0
30.57,6.0,2,713.73,0,5,23.71,1
31.39,49.436559691912706,0,531.05,0,5,6.06,0
28.11,78.0,0,335.02,0,8,3.91,0
35.34,47.0,0,1027.8,0,4,19.34,1
27.38,90.0,2,1519.8,0,8,14.93,1
39.43,50.0,0,1123.61,0,8,2.34,0
30.74,75.0,2,788.94,0,3,11.28,1
32.85,94.0,0,1012.18,0,4,43.39,0
39.87,90.0,0,1286.97,1,9,21.59,1
30.96,49.436559691912706,0,1089.2,0,9,22.21,0
39.8,37.0,2,1159.37,0,3,2.61,1
30.97,16.0,1,816.95,1,4,88.73,1
21.48,97.0,1,1092.312002002773,1,8,2.23,0
24.85,97.0,2,594.01,0,8,48.23,1
27.67,25.0,1,607.5,1,4,35.17,0
29.15,95.0,1,992.11,0,7,23.14581921773945,0
35.5,14.0,0,1008.64,1,7,17.75,1
32.07,56.0,2,821.77,1,9,0.96,0
30.23,18.0,2,1171.13,1,4,14.4,1
28.99,22.0,2,1310.41,1,3,23.14581921773945,0
27.25,90.0,1,986.73,1,5,23.14581921773945,1
29.990843475581585,30.0,2,852.29,0,5,16.81,1
29.45,63.0,2,679.43,0,9,6.58,1
33.32,32.0,1,1092.312002002773,1,6,8.74,0
22.4,75.0,0,454.11,0,7,32.15,0
29.990843475581585,35.0,1,1072.89,0,5,29.51,0
29.52,84.0,0,1119.53,1,7,9.98,0
23.22,66.0,2,1168.08,1,6,14.24,0
29.69,23.0,0,895.41,1,3,3.57,0
33.07,70.0,0,1121.27,0,6,5.53,0
36.18,86.0,2,1275.64,1,4,99.65,0
34.22,74.0,0,876.81,1,1,4.16,0
24.83,7.0,2,1204.68,0,7,33.39,0
29.8,59.0,2,554.86,0,3,9.93,0
32.9,33.0,1,1092.312002002773,0,2,47.85,0
28.14,48.0,2,961.13,0,1,65.41,0
30.99,79.0,1,1319.99,0,2,23.14581921773945,0
27.64,34.0,0,1182.39,1,5,1.64,0
22.35,49.436559691912706,2,894.71,1,9,10.26,0
36.84,6.0,1,427.57,0,9,26.02,0
23.66,56.0,1,940.35,0,6,9.32,0
23.83,19.0,1,957.23,1,4,19.73,1
27.54,50.0,0,554.25,1,8,2.97,0
29.990843475581585,49.436559691912706,1,7534.299999999999,1,3,39.43,0
27.17,52.0,2,1077.86,0,7,2.13,1
34.25,27.0,1,1092.312002002773,0,7,16.91,0
31.19,51.0,1,688.57,1,6,11.68,1
28.78,45.0,2,1092.312002002773,0,3,21.76,0
33.16,49.0,2,1271.75,0,6,41.37,0
29.17,12.0,2,657.32,0,9,23.14581921773945,1
33.12,17.0,0,1263.0,0,5,23.84,1
31.14,46.0,0,823.55,1,4,39.99,0
32.22,37.0,1,1162.11,1,1,4.44,1
21.17,35.0,0,5508.5,1,4,24.86,0
28.61,65.0,0,1536.12,0,3,0.4,1
38.0,87.0,2,982.44,0,6,25.35,0
32.58,17.0,2,1806.95,1,8,2.34,0
36.64,93.0,0,963.97,0,4,4.09,1
23.58,54.0,2,530.46,1,9,12.66,0
17.87,38.0,1,723.26,1,9,2.9,1
33.97,92.0,1,961.09,1,1,15.0,0
33.75,16.0,2,929.68,1,7,23.14581921773945,0
29.990843475581585,94.0,1,1378.28,1,6,32.14,1
29.990843475581585,26.0,1,1069.02,1,1,11.14,0
30.15,77.0,1,639.87,0,4,13.86,1
36.57,51.0,0,682.7,0,5,2.54,0
29.94,82.0,1,1423.7,0,1,3.39,1
29.42,92.0,1,1147.66,1,6,0.13,0
39.56,1.0,1,429.11,0,6,0.69,0
36.87,68.0,0,875.19,1,1,0.33,1
34.01,16.0,1,1372.75,0,4,24.81,1
35.06,14.0,1,1019.48,0,3,7.78,0
29.4,76.0,1,896.83,1,1,52.32,1
27.02,62.0,1,1090.06,1,1,16.75,0
30.93,87.0,1,936.19,0,4,39.39,0
29.37,60.0,1,1085.06,0,6,15.69,0
19.78,52.0,2,891.04,0,6,7.29,0
39.28,37.0,2,724.65,0,1,5.03,0
37.56,88.0,0,591.93,0,2,31.72,0
23.65,30.0,2,1110.78,0,6,26.31,1
28.79,49.436559691912706,1,1222.62,0,9,41.07,0
33.27,47.0,1,1497.86,0,5,23.14581921773945,1
38.76,57.0,2,906.2,0,8,7.84,1
29.990843475581585,27.0,0,1263.75,0,3,26.43,0
34.89,71.0,1,600.4,0,2,15.18,1
30.11,89.0,2,946.33,1,4,27.96,1
29.05,77.0,2,819.46,1,2,3.59,0
31.22,99.0,1,971.52,0,8,1.59,1
35.65,40.0,0,1278.09,0,3,1.05,1
33.48,7.0,2,728.3,0,7,17.33,1
26.86,67.0,2,831.87,0,2,23.14581921773945,0
31.32,43.0,1,8081.599999999999,1,9,18.64,0
30.21,21.0,1,761.95,0,3,18.27,0
42.21,87.0,0,839.24,1,2,32.14,1
28.69,65.0,0,1103.89,0,5,10.93,0
31.23,42.0,0,1092.312002002773,0,4,18.7,0
36.63,90.0,1,1088.05,0,2,6.75,1
38.91,47.0,2,1156.68,1,2,1.99,0
17.26,38.0,1,1099.25,0,4,8.64,0
30.73,10.0,2,918.65,1,4,15.84,0
31.74,63.0,1,1020.39,0,1,3.51,0
29.990843475581585,3.0,2,739.32,0,1,25.58,1
37.95,26.0,0,1275.11,1,9,20.11,0
31.94,28.0,2,595.64,1,5,77.72,1
29.03,29.0,0,519.63,1,1,4.91,1
28.41,44.0,2,841.18,1,3,11.18,0
33.51,67.0,2,887.05,0,4,5.01,0
32.53,23.0,0,1785.02,1,2,19.48,0
34.77,20.0,2,1401.01,1,1,4.01,1
29.64,74.0,2,1207.3,1,8,4.65,0
15.35,51.0,0,825.57,1,5,22.05,1
32.38,59.0,2,1374.63,0,2,23.14581921773945,0
33.08,28.0,2,1004.92,1,8,21.27,0
40.64,55.0,1,1236.02,0,6,41.83,0
32.31,16.0,0,1191.35,1,4,9.05,1
29.57,28.0,2,1067.54,0,3,3.94,1
31.72,8.0,2,958.97,0,5,3.7,1
27.38,83.0,1,1145.47,0,9,7.64,0
17.19,31.0,0,1422.48,0,3,27.1,1
29.57,7.0,1,1244.67,1,7,23.14581921773945,1
26.18,32.0,2,777.93,1,6,36.31,0
35.23,26.0,1,946.36,1,3,49.8,0
34.49,37.0,2,1113.97,1,7,42.22,1
34.55,24.0,2,1058.42,0,7,9.67,1
28.04,48.0,2,556.52,0,7,51.06,1
31.91,34.0,1,1092.312002002773,0,7,23.14581921773945,0
20.31,75.0,1,901.15,0,7,3.61,0
35.16,29.0,0,1294.8,0,5,9.81,0
37.09,2.0,0,399.15,0,4,21.31,1
35.61,40.0,0,707.94,0,4,8.16,1
28.36,14.0,1,1148.63,0,2,16.41,0
27.66,5.0,2,1199.77,1,7,23.14581921773945,0
35.93,52.0,0,940.15,0,7,23.14581921773945,0
31.05,41.0,0,452.08,0,7,43.77,0
30.51,94.0,2,753.14,0,7,8.84,0
36.9,8.0,0,893.86,0,3,17.78,0
29.990843475581585,31.0,2,1103.66,1,5,3.53,0
30.26,31.0,2,1488.87,1,6,23.14581921773945,1
27.43,84.0,1,823.54,1,2,9.28,1
32.84,84.0,0,1092.312002002773,1,8,4.83,1
24.39,17.0,1,1383.91,0,6,18.58,0
22.46,80.0,1,763.4,1,2,22.02,0
37.42,96.0,1,1056.15,1,1,21.87,1
25.71,6.0,2,1214.41,0,6,23.14581921773945,1
39.25,88.0,2,1092.312002002773,0,7,7.55,1
26.76,2.0,0,1113.22,0,5,18.49,0
34.3,2.0,2,951.96,1,3,23.14581921773945,0
35.16,53.0,2,833.73,0,6,11.1,0
23.51,68.0,1,1029.43,1,3,41.66,1
24.02,98.0,0,804.75,0,7,40.7,1
28.33,70.0,1,1724.93,0,6,8.94,0
39.24,17.0,2,676.55,0,9,37.54,1
30.74,60.0,0,1394.92,0,4,59.57,0
18.08,73.0,1,967.35,1,7,31.07,0
26.38,95.0,0,815.39,0,1,8.94,0
30.52,84.0,2,944.32,0,9,8.71,0
31.01,30.0,0,1258.72,0,6,14.68,1
33.94,69.0,1,586.81,1,5,45.91,1
30.71,85.0,1,1075.38,0,6,85.69,0
30.96,74.0,1,1153.36,1,2,34.9,1
23.0,7.0,0,992.16,1,4,8.17,0
30.57,82.0,2,493.5,1,5,57.06,1
27.74,35.0,0,1092.312002002773,1,2,6.66,0
31.9,68.0,1,1376.72,0,8,9.26,1
27.63,61.0,1,1526.39,1,9,29.43,1
29.42,30.0,2,327.1,1,9,109.65,1
30.72,92.0,2,1048.53,1,2,21.19,1
38.99,71.0,1,1506.42,1,2,58.01,1
33.4,53.0,2,982.31,0,8,9.58,0
31.74,49.436559691912706,0,1441.76,0,3,12.0,1
27.69,35.0,2,1185.59,0,8,35.24,0
28.08,49.436559691912706,0,1092.312002002773,0,5,6.29,0
24.55,83.0,0,972.2,0,1,30.78,1
30.17,52.0,2,1531.74,0,6,10.69,0
26.85,25.0,2,1092.312002002773,0,1,19.88,0
26.0,38.0,0,519.37,1,9,1.27,0
22.16,31.0,1,886.09,0,7,2.55,1
31.71,74.0,0,1452.36,1,8,39.17,1
28.7,53.0,2,1167.86,1,8,28.06,0
32.88,58.0,0,706.16,0,2,12.55,1
29.990843475581585,33.0,1,476.13,1,3,0.15,0
33.44,97.0,0,939.29,0,9,15.89,1
28.77,57.0,2,850.66,0,1,9.0,0
29.990843475581585,58.0,0,1023.64,1,4,99.36,0
31.97,49.436559691912706,0,556.37,1,9,11.68,0
24.65,7.0,1,687.32,1,3,0.76,1
31.85,70.0,2,1221.92,0,6,23.9,1
30.55,49.436559691912706,1,871.69,0,9,2.06,0
26.08,19.0,2,432.93,0,2,16.08,0
26.31,2.0,2,1357.11,1,3,39.4,0
21.94,56.0,2,1017.88,0,8,58.48,1
34.88,2.0,0,662.06,0,3,23.14581921773945,1
35.38,49.436559691912706,1,850.54,0,1,1.63,0
29.52,94.0,2,1092.312002002773,0,4,27.44,0
35.59,96.0,2,1045.57,0,1,4.54,0
31.16,11.0,2,713.67,0,1,4.75,1
21.6,66.0,0,1563.51,1,4,23.03,0
33.27,60.0,2,1446.9,0,5,28.31,1
25.75,12.0,0,298.92,0,6,1.73,1
28.82,59.0,2,1246.42,1,4,48.59,0
29.990843475581585,87.0,2,1413.5,1,5,6.46,1
29.990843475581585,48.0,0,884.84,0,1,37.49,0
34.75,32.0,1,373.3,1,3,36.35,0
37.87,29.0,0,1173.53,0,3,15.73,0
30.7,33.0,0,799.24,1,9,26.97,0
25.53,24.0,2,1092.312002002773,0,6,26.2,0
36.71,24.0,2,1301.05,1,3,22.41,0
32.55,30.0,1,909.42,1,1,37.18,1
35.57,58.0,2,1173.83,1,7,3.24,0
24.4,58.0,2,1100.65,1,1,23.14581921773945,1
20.59,56.0,2,630.73,1,4,10.91,1
34.49,73.0,1,648.36,0,9,23.14581921773945,1
23.88,62.0,0,846.31,1,5,23.14581921773945,0
34.14,18.0,0,1045.63,0,7,17.55,0
39.19,24.0,0,1313.27,0,4,70.76,0
29.29,76.0,1,887.72,1,9,7.24,1
23.48,77.0,2,612.49,0,6,13.19,0
33.3,73.0,1,1378.05,0,6,13.11,1
27.21,35.0,2,1228.9,0,1,4.39,0
23.43,34.0,2,1423.67,1,2,5.95,0
36.32,38.0,0,551.94,1,1,23.14581921773945,0
33.26,82.0,2,1170.04,0,6,3.52,0
30.97,18.0,1,822.54,0,6,8.72,1
24.31,86.0,1,704.1,0,1,66.1,0
27.76,90.0,2,672.62,1,3,23.14581921773945,1
34.15,34.0,0,1190.15,1,5,32.39,0
21.22,31.0,0,1262.27,1,1,3.15,0
35.54,59.0,0,1163.65,1,7,0.99,0
32.09,31.0,1,621.13,1,4,10.61,1
28.64,2.0,1,1073.25,1,2,17.78,0
31.99,87.0,0,297.73,1,7,3.06,0
33.88,62.0,1,880.33,0,3,1.67,0
34.94,61.0,0,1479.21,0,7,28.82,1
28.47,89.0,1,887.05,1,5,31.01,1
27.09,48.0,0,572.72,1,2,40.4,0
26.24,63.0,1,1133.42,1,4,47.13,1
34.28,68.0,2,1306.65,1,2,23.14581921773945,0
26.81,88.0,0,1570.14,1,8,29.74,0
34.77,94.0,2,1473.63,1,2,48.92,1
30.92,76.0,2,608.05,1,7,21.17,1
31.13,41.0,2,1443.78,0,9,7.27,1
30.2,41.0,2,987.88,1,3,27.31,0
33.07,24.0,1,979.65,1,8,15.37,1
42.92,47.0,1,1141.85,0,7,27.36,1
28.4,69.0,1,871.93,0,3,19.14,0
29.990843475581585,14.0,2,1092.312002002773,0,4,16.28,0
19.49,68.0,2,1420.57,0,7,23.14581921773945,1
34.17,70.0,2,1271.97,1,6,13.89,1
26.83,13.0,2,1021.76,0,4,10.29,0
27.51,25.0,2,1092.312002002773,0,5,1.94,1
35.97,91.0,2,1516.88,0,7,13.57,0
27.21,95.0,0,1346.55,1,1,2.15,0
22.23,63.0,1,965.97,0,5,0.26,0
31.77,53.0,0,572.34,0,5,32.97,0
29.68,93.0,0,391.66,0,4,9.03,0
31.77,36.0,1,1130.04,0,3,97.22,0
35.48,54.0,1,1084.27,0,7,2.52,1
29.06,14.0,2,1710.94,0,2,16.19,1
38.2,49.436559691912706,1,767.71,1,4,25.71,0
27.77,41.0,0,820.33,1,5,6.24,1
29.990843475581585,2.0,2,1148.33,1,2,9.43,0
28.42,89.0,0,1483.04,1,2,64.94,1
29.89,17.0,0,1169.32,0,9,6.58,1
34.85,60.0,0,255.45,1,4,4.3,1
38.88,49.436559691912706,2,1092.312002002773,1,8,0.77,0
29.990843475581585,10.0,1,890.28,0,3,0.32,0
24.96,18.0,2,550.03,1,2,0.87,1
36.42,54.0,1,1541.17,1,4,0.47,1
28.82,24.0,2,818.47,0,7,26.13,0
37.54,40.0,1,922.41,0,9,30.52,0
29.81,49.436559691912706,0,1210.73,1,8,8.73,0
26.49,16.0,2,832.03,0,7,23.14581921773945,1
